Brand,Model,Year,engine model,Engine,Max Power,Seats
Toyota,Celica GT,2001,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,,,
Ford,Excursion Limited 4WD,2003,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,,,
Porsche,718 Spyder Base,2022,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,,,
Subaru,WRX STI Base,2016,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Audi,A6 45 Premium Plus,2021,248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,,,
Tesla,Model S P100D,2018,Electric,,,
Mercedes-Benz,AMG GT R,2018,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,,,
Acura,RDX PMC Edition,2021,2.0 Liter Turbo,,,
Audi,S4 3.0T Premium Plus,2013,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Lotus,Evora Base,2010,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,S-Class S 560 4MATIC,2019,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Silverado 1500 RST,2023,5.3L V8 16V GDI OHV,,,
Hyundai,Genesis Coupe 2.0T R-Spec,2013,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
BMW,M3 Competition,2021,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
BMW,435 i,2014,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover Evoque HSE Dynamic,2016,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Porsche,911 Targa 4 GTS,2018,450.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,,,
RAM,3500 Tradesman,2021,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,,,
BMW,X5 xDrive40i,2020,3.0 Liter Turbo,,,
Acura,NSX Base,2018,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,,,
Mercedes-Benz,SL-Class SL500 Roadster,2005,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
Lexus,SC 430 Base,2002,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Silverado 1500 Base,2000,200.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,,,
Buick,Enclave Avenir,2021,3.6L V6 24V GDI DOHC,,,
Lexus,NX 300h Base,2020,2.5L I4 16V MPFI DOHC Hybrid,,,
Lexus,RX 350 RX 350 F SPORT Handling,2022,3.5 Liter DOHC,,,
Chevrolet,Avalanche 1500 LS,2005,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,,,
Mercedes-Benz,SL-Class SL400,2015,3.0 Liter,,,
Chevrolet,Suburban Premier,2019,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Transit-350 Base,2015,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
INFINITI,QX60 Luxe,2020,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Bentley,Continental GTC Base,2008,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,,,
Nissan,350Z Enthusiast,2007,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Rivian,R1S Adventure Package,2023,533.0HP Electric Motor Electric Fuel System,,,
McLaren,570S Base,2017,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,,,
Nissan,Altima 2.5 SL,2012,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover 5.0L Supercharged,2015,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,,,
BMW,X5 xDrive35i,2017,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
INFINITI,QX56 Base,2012,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,,,
Ford,F-150 XLT,2019,3.5L V6 24V PDI DOHC Twin Turbo,,,
Lexus,RX 450h Base,2010,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,,,
Maserati,Ghibli S Q4 GranSport,2018,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Volvo,XC90 T6 Momentum,2018,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Lamborghini,Huracan EVO Base,2020,5.2L V10 40V GDI DOHC,,,
Jeep,Wrangler Unlimited Rubicon,2017,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Hummer,H2 Base,2005,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Flex Limited,2009,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Porsche,718 Cayman GT4,2020,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,,,
Toyota,Camry XLE,2007,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,A-Class A 220 4MATIC,2020,2.0L I4 16V GDI DOHC Turbo,,,
BMW,335 i,2009,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Camaro 2SS,2022,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Volkswagen,ID.4 Pro S,2023,295.0HP Electric Motor Electric Fuel System,,,
Chevrolet,Silverado 2500 High Country,2022,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,,,
Nissan,Altima 2.5 SV,2020,2.5L I4 16V GDI DOHC,,,
Bentley,Continental GT V8,2020,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,,,
Toyota,Sequoia Platinum,2023,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,,,
Acura,TL Technology,2013,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,,,
Toyota,Highlander Limited,2020,3.5L V6 24V PDI DOHC,,,
Ford,Edge SEL,2021,2.0L I4 16V GDI DOHC Turbo,,,
Jaguar,F-TYPE R,2016,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
GMC,Yukon XL Denali,2018,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Suburban LT,2018,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,,,
Maserati,Levante GTS,2021,3.8L V8 32V GDI DOHC Twin Turbo,,,
Subaru,Outback Limited,2021,2.5L H4 16V GDI DOHC,,,
Mercedes-Benz,S-Class S 450,2018,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,GL-Class GL 450,2011,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,,,
Ford,F-250 Lariat,2017,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,,,
Hyundai,Palisade Limited,2020,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,,
Ford,F-150 XLT,2021,3.5L V6 24V PDI DOHC Twin Turbo,,,
Mercedes-Benz,R-Class R 350 4MATIC,2008,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Camaro 2SS,2018,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Jeep,Wrangler Sport,2016,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
BMW,550 i xDrive,2012,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,,,
Lexus,GX 460 Luxury,2020,4.6L V8 32V MPFI DOHC,,,
Tesla,Model S Long Range,2021,670.0HP Electric Motor Electric Fuel System,,,
Volkswagen,Jetta 1.4T SE,2017,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,,,
Jeep,Grand Cherokee Limited,2022,3.6L V6 24V MPFI DOHC,,,
Jaguar,XK8 Base,2001,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,,,
Porsche,Macan S,2016,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,E-Class E 350,2014,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover 3.0L Supercharged HSE,2017,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,E-Class E 350 4MATIC,2010,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Dodge,Dakota Sport,2002,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Camaro ZL1,2018,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Hummer,H3 Base,2007,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,,,
Honda,Odyssey EX-L,2022,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Nissan,350Z Touring,2008,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
GMC,Savana 2500 Work Van,2017,342.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,,,
Mercedes-Benz,E-Class E 350 4MATIC,2010,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Lexus,GX 460 Premium,2020,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Nissan,Titan XD SV,2017,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,,,
Chrysler,300 Touring,2020,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Dodge,Charger R/T,2006,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Nissan,Pathfinder SL,2020,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Rivian,R1S Launch Edition,2023,835.0HP Electric Motor Electric Fuel System,,,
Ford,Explorer Platinum,2018,3.5L V6 24V GDI DOHC Twin Turbo,,,
Nissan,Titan SV,2021,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,,,
Jaguar,E-PACE S,2019,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Ford,F-150 FX4,2014,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
GMC,Acadia Denali,2021,3.6L V6 24V GDI DOHC,,,
Lamborghini,Murcielago Base,2005,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Camaro 1LT,2011,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
GMC,Acadia SLT-2,2013,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Malibu Premier,2021,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Toyota,Sequoia SR5,2007,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,,,
Lexus,IS 350 F Sport,2021,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Tesla,Model Y Performance,2022,455.0HP Electric Motor Electric Fuel System,,,
Dodge,Challenger SRT8,2008,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,,,
Chrysler,300 Touring,2005,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Cadillac,Escalade Sport Platinum,2021,6.2L V8 16V GDI OHV,,,
Chrysler,Town & Country Touring,2009,197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,,
Mazda,CX-5 Touring,2016,2.5L I4 16V GDI DOHC,,,
Acura,TL 3.2,2005,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Corvette Z06 w/2LZ,2023,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,,,
Tesla,Model Y Performance,2021,455.0HP Electric Motor Electric Fuel System,,,
Volvo,XC40 T5 Momentum,2020,2.0L I4 16V GDI DOHC Turbo,,,
Chevrolet,Camaro 2SS,2016,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Acura,TLX Type S PMC Edition,2023,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Volkswagen,Eos 2.0T,2007,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Dodge,Charger R/T Scat Pack,2018,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Corvette Z06,2002,405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,CLA-Class CLA 250,2014,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
BMW,M5 Base,2015,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,,,
Jeep,Wrangler Unlimited Sport,2019,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Mitsubishi,Lancer Sportback ES,2011,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Porsche,Macan Base,2022,261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,CLK-Class CLK 350,2009,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Mazda,Mazda3 Grand Touring,2018,2.5L I4 16V GDI DOHC,,,
Audi,A3 2.0T Premium,2017,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
BMW,528 i,2015,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Audi,S5 3.0T Prestige,2018,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Porsche,718 Boxster Base,2017,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Corvette Stingray w/2LT,2020,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Lamborghini,Urus Pearl Capsule,2021,"4L V-8 gasoline direct injection, DOHC, variable valve control,",,,
Maserati,Quattroporte S,2012,425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,,,
Subaru,Impreza 2.0i,2018,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,AMG GT C,2020,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,,,
Mazda,Mazda6 i Touring,2016,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Porsche,Macan S,2016,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Porsche,Panamera 4,2011,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Genesis,G70 3.3T Advanced,2019,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,,,
Jeep,Wrangler Sport,2021,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",,,
Audi,Q5 2.0T Premium Plus,2018,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
BMW,335 i xDrive,2012,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover P530 SE,2023,4.4L V8 32V GDI DOHC Twin Turbo,,,
Dodge,Durango SRT 392,2022,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,,,
BMW,M3 Base,2016,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Ford,Fiesta ST,2019,197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,,,
Lincoln,MKS Base,2015,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Tahoe Premier,2020,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,,,
Ferrari,F430 Berlinetta,2005,483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,,,
Ford,F-250 Platinum,2022,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,SLK-Class SLK280 Roadster,2007,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Porsche,Macan,2021,2.0 Liter,,,
BMW,X5 PHEV xDrive45e,2023,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,,,
Mercedes-Benz,E-Class E500,2005,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
Acura,TL 3.7,2012,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,,,
Hyundai,Equus Signature,2011,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,SL-Class SL500 Roadster,2003,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
Toyota,Land Cruiser Base,2000,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,,,
RAM,2500 Big Horn,2018,6.4L V8 16V MPFI OHV,,,
Chevrolet,Silverado 2500 WT,2018,6.0L V8 16V MPFI OHV Flexible Fuel,,,
Porsche,Macan S,2022,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,,,
Jeep,Grand Cherokee L Limited,2022,3.6L V6 24V MPFI DOHC,,,
Mercedes-Benz,E-Class E 350,2014,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Dodge,Magnum Base,2006,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Porsche,Macan Turbo,2021,2.9 Liter Turbo,,,
Mercedes-Benz,E-Class E 550,2014,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,,,
Porsche,Macan S,2020,3.0 Liter Turbo,,,
Cadillac,XT5 Luxury,2017,3.6L V6 24V GDI DOHC,,,
Toyota,Tundra Platinum,2023,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,,,
Nissan,Versa 1.6 SL,2015,109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,AMG GT 53 Base,2022,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,,,
Buick,Enclave Avenir,2019,3.6L V6 24V GDI DOHC,,,
Porsche,911 GT3,2015,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,,,
BMW,328 i,2013,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Acura,ILX Premium Package,2018,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,,,
Lexus,GX 460 Base,2015,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Toyota,Land Cruiser Base,2010,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Corvette Base,2008,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Mazda,Mazda6 i Touring,2015,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Jaguar,F-TYPE R,2015,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
Audi,A3 2.0T Premium,2018,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Camaro 2SS,2022,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Jeep,Wrangler Unlimited Sport S,2018,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Honda,Civic Sport,2021,1.5L I4 16V GDI DOHC Turbo,,,
Porsche,Cayman Base,2011,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,,,
Ford,Mustang GT,2008,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Toyota,FJ Cruiser Base,2007,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,,,
Land,Rover Discovery SE,2004,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Porsche,718 Boxster S,2018,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Corvette Base,2004,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Toyota,Avalon Limited,2006,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
INFINITI,QX80 Base,2015,5.6L V8 32V GDI DOHC,,,
Chevrolet,Camaro 2SS,2015,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Jeep,Liberty Renegade,2004,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,,,
Toyota,4Runner Trail,2011,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,,,
BMW,328 i xDrive,2010,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Ford,Excursion Limited Ultimate,2002,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,,,
Lexus,IS 300 Base,2018,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Cadillac,CTS Performance,2010,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Lexus,LC 500 Base,2018,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
BMW,540 i xDrive,2019,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Corvette Base,1998,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Hummer,H2 Base,2006,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,,,
Volvo,XC90 3.2,2008,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,,,
Jeep,Wrangler Unlimited Sahara,2009,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,,
Land,Rover Discovery HSE LUXURY,2017,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
BMW,340 i,2017,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Ford,F-250 Lariat,2018,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,,,
BMW,M3 Competition,2022,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Lexus,LC 500 Base,2022,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
Honda,CR-V Touring,2019,1.5L I4 16V GDI DOHC Turbo,,,
Porsche,Panamera S,2012,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,,,
BMW,750 i,2009,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,,,
Audi,A7 3.0T Premium,2019,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,,,
Chrysler,200 Limited,2015,184.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability,,,
Ford,F-150 XL,2021,2.7L V6 24V PDI DOHC Twin Turbo,,,
Dodge,Grand Caravan R/T,2013,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,,,
Ford,Focus SE,2018,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,,,
RAM,2500 Big Horn,2016,6.7L I6 24V DDI OHV Turbo Diesel,,,
Lotus,Elise Base,2005,190.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Corvette Base,2007,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,,,
Audi,allroad 2.0T Prestige,2013,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
McLaren,570S Spider,2018,3.8L V8 32V MPFI DOHC Twin Turbo,,,
Chevrolet,Express 2500 Work Van,2017,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Traverse High Country,2020,3.6L V6 24V GDI DOHC,,,
Acura,ILX Technology Plus Package,2016,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Camaro 1LT,2019,3.6L V6 GDI DOHC,,,
Lexus,ES 350 Base,2015,3.5 Liter,,,
Ford,F-150 XLT,2021,2.7L V6 24V PDI DOHC Twin Turbo,,,
Tesla,Model Y Long Range,2022,Dual Motor - Standard,,,
Chevrolet,Corvette Z06,2006,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,,,
Cadillac,CTS 3.6L Premium Luxury,2019,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
BMW,M3 Base,2009,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,,,
Mazda,Mazda3 FWD w/Preferred Package,2019,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Ford,Maverick XLT,2022,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,,,
Toyota,Highlander Hybrid Limited,2018,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,,,
BMW,X6 xDrive40i,2021,3.0 Liter Turbo,,,
Lincoln,Town Car Signature,2003,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,SL-Class SL550 Roadster,2007,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Mustang GT,1998,225.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Suburban 1500 LT,2015,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Fusion SE,2016,231.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Audi,S4 3.0T Premium Plus,2014,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Suburban Premier,2017,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Bronco Big Bend,2022,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,,,
Ford,F-250 XL,2016,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,,,
Dodge,Challenger SRT Hellcat,2015,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Toyota,Tacoma TRD Sport,2019,3.5 Liter,,,
Audi,Q5 S line Premium Plus,2023,2.0 Liter TFSI,,,
Jeep,Wrangler Sport,2018,2.0L I4 16V GDI DOHC Turbo,,,
Genesis,G80 3.8,2017,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,,,
Lexus,LX 570 Three-Row,2020,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Kia,Stinger GT2,2018,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,,,
Nissan,GT-R Premium,2021,3.8L V6 24V MPFI DOHC Twin Turbo,,,
Chevrolet,Trailblazer SS,2008,390.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Silverado 2500 WT,2021,6.6L V8 16V GDI OHV,,,
Chevrolet,Suburban LTZ,2016,5.3L V8 16V GDI OHV,,,
Mercedes-Benz,E-Class E 350,2014,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
BMW,M3 Base,2012,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,,,
Bentley,Continental GT V8,2022,"4L V-8 gasoline direct injection, DOHC, variable valve control,",,,
Volkswagen,Golf R Base,2022,315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Ford,Explorer Limited,2017,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Honda,Odyssey LX,2011,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Dodge,Ram 2500 SLT Mega Cab,2007,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,,,
Honda,Civic Sport,2020,2.0L I4 16V MPFI DOHC,,,
Honda,Civic LX,2016,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Ford,F-250 XLT,2019,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,,,
Nissan,Pathfinder SV,2019,3.5 Liter,,,
Land,Rover Range Rover HSE SWB,2020,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,,,
BMW,M3 Base,2002,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,,,
Hummer,H2 Base,2003,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,,,
Mazda,RX-8 R3,2009,232.0HP 1.3L Rotary engine Gasoline Fuel,,,
Lexus,LX 570 Three-Row,2021,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Suburban Z71,2022,5.3L V8 16V GDI OHV,,,
Mercedes-Benz,S-Class S 580 4MATIC,2023,4.0L V8 32V GDI DOHC Twin Turbo,,,
Chevrolet,Corvette Base,2007,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Mustang GT Premium,2019,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
