Brand,Model,Year,Age,Kilometer,Fuel Type,Fuel Type,Engine,Max Power,Transmission,Seats,Price
Maruti,Swift Dzire AMT ZDI,2016,9,50000,Diesel,Diesel,1248 CC,74 bhp,Automatic,5,650000
Maruti,Swift Dzire VDI,2013,12,80000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,480000
Hyundai,i20 Asta Option 1.4 CRDi,2016,9,40000,Diesel,Diesel,1396 CC,88.73 bhp,Manual,5,700000
Maruti,Ertiga VDI,2015,10,110000,Diesel,Diesel,1248 CC,88.76 bhp,Manual,7,650000
Hyundai,Creta 1.6 CRDi SX Plus Dual Tone,2015,10,48000,Diesel,Diesel,1582 CC,126.2 bhp,Manual,5,1300000
Volkswagen,Jetta 2.0L TDI Highline AT,2016,9,97000,Diesel,Diesel,1968 CC,138.03 bhp,Automatic,5,1350000
Volkswagen,Vento 1.5 TDI Highline AT,2016,9,60000,Diesel,Diesel,1498 CC,108.6 bhp,Automatic,5,1000000
Mercedes-Benz,M-Class ML 350 4Matic,2011,14,110000,Diesel,Diesel,2987 CC,165 bhp,Automatic,5,1700000
Toyota,Yaris V CVT BSIV,2018,7,12800,Petrol,Petrol,1496 CC,105.5 bhp,Automatic,5,1080000
Hyundai,EON D Lite,2012,13,40000,Petrol,Petrol,814 CC,55.2 bhp,Manual,5,170000
Maruti,Swift DDiS VDI,2017,8,49000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,610000
Maruti,Ritz VXi,2014,11,25000,Petrol,Petrol,1197 CC,85.80 bhp,Manual,5,350000
Maruti,Alto 800 LXI,2016,9,65000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,260000
Fiat,Linea 1.3 Multijet Emotion,2015,10,20000,Diesel,Diesel,1248 CC,91.7 bhp,Manual,5,700000
Volkswagen,Polo 2015-2019 1.0 MPI Highline Plus,2018,7,17000,Petrol,Petrol,999 CC,75 bhp,Manual,5,678000
Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,10,15000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,800000
Toyota,Etios GD,2014,11,120000,Diesel,Diesel,1364 CC,67.04 bhp,Manual,5,400000
Hyundai,i20 Magna,2010,15,49000,Petrol,Petrol,1197 CC,80 bhp,Manual,5,300000
Hyundai,i20 2015-2017 Magna 1.2,2016,9,29000,Petrol,Petrol,1197 CC,81.83 bhp,Manual,5,520000
Nissan,Terrano XV D Premium AMT,2017,8,55000,Diesel,Diesel,1461 CC,108.5 bhp,Automatic,5,850000
Maruti,Alto K10 VXI,2015,10,40000,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,300000
Honda,City 1.5 S Inspire,2010,15,120000,Petrol,Petrol,1497 CC,118 bhp,Manual,5,350000
Maruti,Vitara Brezza ZDi,2019,6,10000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,892000
Fiat,Grande Punto Sport 90BHP,2012,13,70000,Diesel,Diesel,1248 CC,92 bhp,Manual,5,285000
Hyundai,i10 Magna LPG,2012,13,60000,LPG,Other,1086 CC,68.05 bhp,Manual,5,300000
Maruti,Ciaz VDI SHVS,2016,9,90000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,620000
Maruti,Vitara Brezza ZDi,2017,8,90000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,750000
Maruti,Alto 800 LXI,2016,9,35000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,270000
Maruti,Ertiga ZDI,2014,11,90000,Diesel,Diesel,1248 CC,88.8 bhp,Manual,7,560000
Hyundai,Santro Xing GLS,2012,13,40000,Petrol,Petrol,1086 CC,62.1 bhp,Manual,5,300000
Hyundai,Santro Xing GLS,2012,13,40000,Petrol,Petrol,1086 CC,62.1 bhp,Manual,5,300000
Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,2018,7,20000,Petrol,Petrol,1197 CC,81.86 bhp,Manual,5,570000
Tata,Indigo CS eLX BS IV,2011,14,80000,Diesel,Diesel,1396 CC,69 bhp,Manual,5,220000
Maruti,SX4 Vxi BSIV,2012,13,99000,Petrol,Petrol,1586 CC,103.3 bhp,Manual,5,260000
Maruti,Swift AMT VXI,2019,6,7500,Petrol,Petrol,1197 CC,81.80 bhp,Automatic,5,600000
Tata,Nano XE,2015,10,60000,Petrol,Petrol,624 CC,37.48 bhp,Manual,4,80000
Hyundai,EON Magna Plus,2016,9,40800,Petrol,Petrol,814 CC,55.2 bhp,Manual,5,300000
Tata,Zest Revotron 1.2T XM,2015,10,70000,Petrol,Petrol,1193 CC,88.7 bhp,Manual,5,300000
Mahindra,KUV 100 mFALCON G80 K8 5str,2016,9,100000,Petrol,Petrol,1198 CC,82 bhp,Manual,5,400000
Maruti,Swift VXI BSIV,2016,9,8588,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,550000
Honda,City i-DTEC V,2019,6,40000,Diesel,Diesel,1498 CC,97.9 bhp,Manual,5,1200000
Ford,Figo 1.5D Trend MT,2015,10,60000,Diesel,Diesel,1498 CC,99 bhp,Manual,5,500000
Maruti,Esteem Vxi - BSIII,2005,20,80000,Petrol,Petrol,1298 CC,85 bhp,Manual,5,93000
Honda,City i DTEC SV,2014,11,110000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,500000
Toyota,Platinum Etios 1.4 GXD,2018,7,150000,Diesel,Diesel,1364 CC,67.05 bhp,Manual,5,670000
Toyota,Innova 2.5 VX 7 STR,2012,13,120000,Diesel,Diesel,2494 CC,102 bhp,Manual,7,750000
Maruti,Alto K10 VXI,2017,8,30000,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,370000
Maruti,800 Std,2012,13,70000,Petrol,Petrol,796 CC,37 bhp,Manual,4,100000
Hyundai,i10 Sportz 1.1L,2016,9,50000,Petrol,Petrol,1086 CC,68.05 bhp,Manual,5,425000
Toyota,Innova 2.5 V Diesel 8-seater,2006,19,305000,Diesel,Diesel,2494 CC,102 bhp,Manual,8,370000
Tata,New Safari DICOR 2.2 EX 4x2,2009,16,212000,Diesel,Diesel,2179 CC,138.1 bhp,Manual,7,229999
Maruti,Ertiga SHVS VDI,2016,9,35000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,7,850000
Mahindra,Verito 1.5 D4 BSIV,2018,7,22000,Diesel,Diesel,1461 CC,65 bhp,Manual,5,750000
Tata,Winger Deluxe - Flat Roof (Non-AC),2010,15,50000,Diesel,Diesel,1948 CC,90 bhp,Manual,14,235000
Honda,WR-V i-DTEC S,2017,8,70000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,700000
Hyundai,Grand i10 CRDi Magna,2016,9,56000,Diesel,Diesel,1120 CC,70 bhp,Manual,5,480000
Tata,Zest Quadrajet 1.3 75PS XM,2016,9,50000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,475000
Skoda,Rapid 1.5 TDI Ambition,2015,10,120000,Diesel,Diesel,1498 CC,103.52 bhp,Manual,5,610000
Toyota,Innova 2.5 G4 Diesel 8-seater,2011,14,120000,Diesel,Diesel,2494 CC,102 bhp,Manual,8,650000
Honda,WR-V i-DTEC S,2017,8,70000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,800000
Tata,New Safari DICOR 2.2 EX 4x2,2015,10,120000,Diesel,Diesel,2179 CC,138.1 bhp,Manual,7,520000
Tata,Indica V2 eLS,2014,11,90000,Diesel,Diesel,1396 CC,69 bhp,Manual,5,160000
Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH,2018,7,70000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,1000000
Maruti,Ertiga VDI,2015,10,120000,Diesel,Diesel,1248 CC,88.76 bhp,Manual,7,700000
Honda,Amaze S i-DTEC,2017,8,70000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,590000
Maruti,Wagon R VXI,2002,23,80000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,140000
Mahindra,TUV 300 mHAWK100 T8,2017,8,100000,Diesel,Diesel,1493 CC,100 bhp,Manual,7,725000
Toyota,Innova Crysta 2.4 ZX MT BSIV,2017,8,157000,Diesel,Diesel,2393 CC,147.8 bhp,Manual,7,1680000
Maruti,Swift Dzire VDI,2015,10,50000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,550000
Maruti,Ritz VDi,2012,13,90000,Diesel,Diesel,1248 CC,73.94 bhp,Manual,5,240000
Chevrolet,Captiva 2.2 LT,2013,12,65000,Diesel,Diesel,2231 CC,184 bhp,Manual,7,667000
Honda,Jazz 1.5 S i DTEC,2017,8,50000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,670000
Maruti,Swift Dzire VDI,2015,10,110000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,550000
Maruti,Celerio ZXI,2015,10,30000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,400000
Hyundai,Verna 1.6 SX,2014,11,80000,Diesel,Diesel,1582 CC,126.32 bhp,Manual,5,545000
Maruti,Ertiga LXI,2015,10,70000,Petrol,Petrol,1373 CC,93.7 bhp,Manual,7,599000
Hyundai,Creta 1.4 CRDi S,2016,9,100000,Diesel,Diesel,1396 CC,88.7 bhp,Manual,5,725000
Honda,City i VTEC V,2015,10,120000,Petrol,Petrol,1497 CC,117.3 bhp,Manual,5,525000
Maruti,Ritz VDi,2011,14,85000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,204999
Skoda,Fabia Scout 1.2 TDI,2012,13,110000,Diesel,Diesel,1199 CC,75 bhp,Manual,5,190000
Hyundai,Grand i10 CRDi Sportz,2015,10,60000,Diesel,Diesel,1120 CC,70 bhp,Manual,5,310000
Hyundai,Grand i10 CRDi Sportz,2016,9,90000,Diesel,Diesel,1120 CC,70 bhp,Manual,5,380000
Maruti,Alto K10 2010-2014 VXI,2012,13,110000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,204000
Hyundai,EON 1.0 Era Plus,2018,7,25000,Petrol,Petrol,998 CC,68.05 bhp,Manual,5,350000
Volkswagen,Vento Diesel Highline,2013,12,100000,Diesel,Diesel,1598 CC,103.6 bhp,Manual,5,350000
Ford,Figo Diesel Titanium,2012,13,120000,Diesel,Diesel,1399 CC,68 bhp,Manual,5,175000
Volkswagen,Vento Diesel Highline,2011,14,90000,Diesel,Diesel,1598 CC,103.6 bhp,Manual,5,340000
Honda,City i-VTEC VX,2017,8,35000,Petrol,Petrol,1497 CC,117.6 bhp,Manual,5,950000
Honda,City i VTEC V,2017,8,35000,Petrol,Petrol,1497 CC,117.3 bhp,Manual,5,894999
Tata,Sumo Gold EX,2014,11,101200,Diesel,Diesel,2956 CC,83.83 bhp,Manual,7,350000
Tata,Indigo GLX,2005,20,90000,Petrol,Petrol,1396 CC,85 bhp,Manual,5,100000
Maruti,Swift Dzire VDI,2016,9,76000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,550000
Tata,Indigo LX,2004,21,60000,Diesel,Diesel,1405 CC,70 bhp,Manual,5,100000
Mahindra,XUV500 W6 2WD,2016,9,90000,Diesel,Diesel,2179 CC,140 bhp,Manual,7,800000
Mahindra,Bolero 2011-2019 ZLX BSIII,2013,12,80000,Diesel,Diesel,2523 CC,62.1 bhp,Manual,7,525000
Tata,New Safari DICOR 2.2 EX 4x2,2008,17,179150,Diesel,Diesel,2179 CC,138.1 bhp,Manual,7,500000
Maruti,800 Std MPFi,2003,22,62000,Petrol,Petrol,796 CC,37 bhp,Manual,4,42000
Maruti,Swift Dzire 1.2 Lxi BSIV,2009,16,160000,Petrol,Petrol,1197 CC,85.8 bhp,Manual,5,190000
Maruti,Swift Dzire VDI,2019,6,35000,Diesel,Diesel,1248 CC,74.02 bhp,Manual,5,694000
Mahindra,XUV500 AT W6 2WD,2016,9,120000,Diesel,Diesel,2179 CC,140 bhp,Automatic,7,861999
Honda,Amaze SX i-DTEC,2017,8,50000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,650000
Maruti,Swift Dzire ZDi,2011,14,70000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,310000
Maruti,Swift VDI,2013,12,97000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,360000
Maruti,Swift Dzire LDi,2011,14,90000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,240000
Mahindra,XUV500 W8 AWD,2012,13,84487,Diesel,Diesel,2179 CC,140 bhp,Manual,7,500000
Toyota,Innova 2.5 GX 7 STR,2010,15,100000,Diesel,Diesel,2494 CC,102 bhp,Manual,7,475000
Maruti,Alto LX,2007,18,60000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,100000
Maruti,SX4 Zxi BSIII,2009,16,110000,Petrol,Petrol,1586 CC,104.68 bhp,Manual,5,200000
Toyota,Innova 2.5 G2,2006,19,264000,Diesel,Diesel,2494 CC,102 bhp,Manual,8,430000
Mahindra,Xylo E4 BS IV,2010,15,146000,Diesel,Diesel,2498 CC,112 bhp,Manual,7,245000
Maruti,Swift Dzire VDI,2014,11,70000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,450000
Maruti,Vitara Brezza VDi Option,2017,8,51146,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,800000
Maruti,Ritz LXI,2011,14,40000,Petrol,Petrol,1197 CC,85.80 bhp,Manual,5,215000
Maruti,Vitara Brezza VDi Option,2017,8,50000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,760000
Volkswagen,Polo 1.5 TDI Comfortline,2015,10,80000,Diesel,Diesel,1498 CC,88.8 bhp,Manual,5,416000
Maruti,Wagon R LXI BSIII,2011,14,120000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,195000
Maruti,Alto 800 VXI,2017,8,23000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,325000
Maruti,Alto K10 LXI,2010,15,70000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,145000
Maruti,Swift VDI,2018,7,23000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,675000
Maruti,Wagon R VXI Optional,2016,9,30000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,340000
Tata,Manza Aura Plus Quadrajet BS IV,2011,14,50000,Diesel,Diesel,1248 CC,90 bhp,Manual,5,340000
Maruti,Omni MPI STD BSIV,2014,11,40000,Petrol,Petrol,796 CC,34.2 bhp,Manual,5,260000
Maruti,Alto 800 LXI,2015,10,50000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,300000
Maruti,800 AC,2007,18,60000,Petrol,Petrol,796 CC,37 bhp,Manual,4,75000
Tata,Indica Vista TDI LX,2011,14,80000,Diesel,Diesel,1405 CC,70 bhp,Manual,5,350000
Maruti,XL6 Alpha,2019,6,15000,Petrol,Petrol,1462 CC,103.2 bhp,Manual,6,1000000
Tata,Manza Aura (ABS) Quadrajet BS IV,2010,15,150000,Diesel,Diesel,1248 CC,88.8 bhp,Manual,5,170000
Maruti,Swift Dzire Tour S CNG,2018,7,40000,Petrol,Petrol,1197 CC,85.8 bhp,Manual,5,600000
Honda,City 1.5 V AT,2010,15,25000,Petrol,Petrol,1497 CC,118 bhp,Automatic,5,800000
Force,One EX,2018,7,120000,Diesel,Diesel,2650 CC,80.84 bhp,Manual,7,850000
Mahindra,XUV500 W6 2WD,2014,11,120000,Diesel,Diesel,2179 CC,140 bhp,Manual,7,980000
Ford,Endeavour 2.5L 4X2,2011,14,298000,Diesel,Diesel,2499 CC,141 bhp,Manual,7,850000
Tata,Sumo Gold GX BSIII,2012,13,270000,Diesel,Diesel,2956 CC,68.4 bhp,Manual,7,340000
Maruti,Vitara Brezza ZDi AMT,2018,7,50000,Diesel,Diesel,1248 CC,88.5 bhp,Automatic,5,900000
Maruti,Swift Dzire VDi,2010,15,120000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,310000
Maruti,Ertiga ZDI,2013,12,60000,Diesel,Diesel,1248 CC,88.8 bhp,Manual,7,600000
Maruti,Swift Dzire ZDi,2008,17,149000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,270000
Hyundai,Santro Sportz BSIV,2019,6,5000,Petrol,Petrol,1086 CC,68 bhp,Manual,5,509999
Tata,Indica Vista TDI LX,2013,12,70000,Diesel,Diesel,1405 CC,70 bhp,Manual,5,225000
Hyundai,i10 Magna,2015,10,55000,Petrol,Petrol,1197 CC,78.9 bhp,Manual,5,280000
Tata,Tiago 1.05 Revotorq XZ WO Alloy,2016,9,100000,Diesel,Diesel,1047 CC,69 bhp,Manual,5,490000
Mahindra,Bolero 2011-2019 Plus AC,2013,12,120000,Diesel,Diesel,2523 CC,62.1 bhp,Manual,9,440000
Tata,Safari Storme EX,2014,11,291977,Diesel,Diesel,2179 CC,138.1 bhp,Manual,7,500000
Honda,CR-V 2.4L 4WD,2005,20,85000,Petrol,Petrol,2354 CC,158.8 bhp,Manual,5,476999
Hyundai,i20 Active 1.2 S,2015,10,70000,Petrol,Petrol,1197 CC,81.86 bhp,Manual,5,590000
Ford,Endeavour 2.5L 4X2 MT,2010,15,120000,Diesel,Diesel,2499 CC,141 bhp,Manual,7,500000
Ford,EcoSport 1.5 TDCi Titanium BSIV,2015,10,40000,Diesel,Diesel,1498 CC,98.59 bhp,Manual,5,600000
Mahindra,Scorpio 1.99 S4,2016,9,70000,Diesel,Diesel,1997 CC,120 bhp,Manual,7,750000
BMW,3 Series 320d GT Luxury Line,2017,8,39000,Diesel,Diesel,1995 CC,187.74 bhp,Automatic,5,2950000
BMW,5 Series 520d Luxury Line,2019,6,10000,Diesel,Diesel,1995 CC,190 bhp,Automatic,5,5200000
Volkswagen,Polo 1.5 TDI Comfortline,2019,6,36800,Diesel,Diesel,1498 CC,88 bhp,Manual,5,695000
Maruti,Swift Dzire VDI Optional,2018,7,52200,Diesel,Diesel,1248 CC,74 bhp,Manual,5,690000
Hyundai,Grand i10 1.2 CRDi Magna,2016,9,78000,Diesel,Diesel,1186 CC,73.97 bhp,Manual,5,409999
Tata,Harrier XZ Plus,2020,5,16000,Diesel,Diesel,1956 CC,167.67 bhp,Manual,5,1650000
Audi,Q3 2.0 TDI Quattro Premium Plus,2016,9,30000,Diesel,Diesel,1968 CC,174.33 bhp,Automatic,5,2375000
Hyundai,Grand i10 1.2 CRDi Sportz,2017,8,29000,Diesel,Diesel,1186 CC,73.97 bhp,Manual,5,525000
Jeep,Compass 2.0 Limited Plus 4X4,2019,6,25000,Diesel,Diesel,1956 CC,170.63 bhp,Manual,5,2150000
Mahindra,XUV500 W8 2WD,2013,12,60000,Diesel,Diesel,2179 CC,140 bhp,Manual,7,540000
Toyota,Fortuner 4x4 AT,2017,8,60000,Diesel,Diesel,2982 CC,168.5 bhp,Automatic,7,2750000
Mahindra,Scorpio 1.99 S10 4WD,2016,9,112000,Diesel,Diesel,1997 CC,120 bhp,Manual,7,1000000
Audi,A4 35 TDI Premium Plus,2018,7,15000,Diesel,Diesel,1968 CC,187.74 bhp,Automatic,5,2900000
Mahindra,TUV 300 mHAWK100 T8,2017,8,40000,Diesel,Diesel,1493 CC,100 bhp,Manual,7,725000
Maruti,Ciaz Alpha Diesel,2018,7,36000,Diesel,Diesel,1248 CC,88.50 bhp,Manual,5,975000
Maruti,Wagon R VXI,2016,9,60000,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,355000
Honda,CR-V 2.4L 4WD MT,2008,17,120000,Petrol,Petrol,2354 CC,158.8 bhp,Manual,5,400000
Maruti,Alto 800 VXI BSIV,2015,10,48000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,265000
Volkswagen,Polo 2015-2019 1.5 TDI Highline Plus,2018,7,40000,Diesel,Diesel,1498 CC,88 bhp,Manual,5,650000
Maruti,Ciaz 1.3 Alpha,2017,8,60000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,720000
Hyundai,Verna 1.6 VTVT S,2016,9,25000,Petrol,Petrol,1591 CC,121.3 bhp,Manual,5,850000
Maruti,Alto K10 VXI,2015,10,42000,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,290000
Mercedes-Benz,E-Class E 250 Elegance,2010,15,35000,Petrol,Petrol,2497 CC,204 bhp,Automatic,5,1200000
Mahindra,TUV 300 T8 AMT,2016,9,90000,Diesel,Diesel,1493 CC,100 bhp,Automatic,7,600000
Maruti,Ritz VDi,2011,14,90000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,300000
Renault,Pulse RxL,2012,13,110000,Diesel,Diesel,1461 CC,63.12 bhp,Manual,5,225000
Maruti,Swift Dzire VDi,2009,16,70000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,240000
Hyundai,Verna 1.6 SX,2014,11,80000,Diesel,Diesel,1582 CC,126.32 bhp,Manual,5,700000
Maruti,Swift VDI BSIV,2014,11,70000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,470000
Hyundai,i20 Active 1.4 SX Dual Tone,2016,9,80000,Diesel,Diesel,1396 CC,88.73 bhp,Manual,5,800000
Renault,Duster 110PS Diesel RxZ,2012,13,90000,Diesel,Diesel,1461 CC,108.45 bhp,Manual,5,450000
Tata,Indica V2 DLE BSII,2007,18,90000,Diesel,Diesel,1396 CC,53.5 bhp,Manual,5,90000
Toyota,Corolla Altis Diesel D4DG,2010,15,120000,Diesel,Diesel,1364 CC,87.2 bhp,Manual,5,450000
Toyota,Innova Crysta 2.8 GX AT BSIV,2017,8,62000,Diesel,Diesel,2755 CC,171.5 bhp,Automatic,7,1465000
Hyundai,Creta 1.6 CRDi SX Plus,2016,9,79000,Diesel,Diesel,1582 CC,126.2 bhp,Manual,5,925000
Toyota,Innova Crysta 2.4 GX MT BSIV,2016,9,60000,Diesel,Diesel,2393 CC,147.8 bhp,Manual,7,1385000
Toyota,Fortuner 4x4 MT,2015,10,20000,Diesel,Diesel,2982 CC,168.5 bhp,Manual,7,2000000
Tata,Indigo LS,2004,21,248200,Diesel,Diesel,1405 CC,70 bhp,Manual,5,80000
Mahindra,Scorpio SLX 2.6 Turbo 8 Str,2007,18,110000,Diesel,Diesel,2179 CC,120 bhp,Manual,7,300000
Maruti,Swift Dzire VDi,2009,16,100000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,360000
Hyundai,Verna Transform CRDi VGT SX ABS,2010,15,70000,Diesel,Diesel,1493 CC,110 bhp,Manual,5,320000
Ambassador,Classic 2000 DSZ AC PS,1994,31,100000,Diesel,Diesel,1995 CC,52 bhp,Manual,5,99000
Maruti,Ertiga SHVS ZDI,2016,9,50000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,7,780000
Maruti,Ertiga VDI,2013,12,139000,Diesel,Diesel,1248 CC,88.76 bhp,Manual,7,620000
Skoda,Octavia RS 1.8 Turbo Petrol MT,2006,19,120000,Petrol,Petrol,1781 CC,149.5 bhp,Manual,5,100000
Tata,Indica Vista Safire GLX,2014,11,35000,Petrol,Petrol,1172 CC,64.1 bhp,Manual,5,210000
Mahindra,Bolero 2011-2019 SLE,2015,10,80000,Diesel,Diesel,2523 CC,62.1 bhp,Manual,7,375000
Renault,Triber RXZ,2019,6,7720,Petrol,Petrol,999 CC,71 bhp,Manual,7,786000
Mahindra,XUV500 W8 AWD,2014,11,50000,Diesel,Diesel,2179 CC,140 bhp,Manual,7,1000000
Maruti,Zen D,2002,23,60000,Diesel,Diesel,1527 CC,58 bhp,Manual,5,120000
Mahindra,Verito Vibe 1.5 dCi D6,2016,9,100000,Diesel,Diesel,1461 CC,64.1 bhp,Manual,5,750000
Hyundai,i20 Magna 1.2,2016,9,57882,Petrol,Petrol,1197 CC,81.83 bhp,Manual,5,550000
Tata,Safari Storme LX,2018,7,142000,Diesel,Diesel,2179 CC,147.94 bhp,Manual,5,875000
Tata,Safari Storme LX,2018,7,140000,Diesel,Diesel,2179 CC,147.94 bhp,Manual,5,890000
Maruti,Ertiga ZXI,2015,10,35000,Petrol,Petrol,1373 CC,93.7 bhp,Manual,7,700000
Mahindra,Bolero 2011-2019 SLX,2015,10,30000,Diesel,Diesel,2523 CC,62.1 bhp,Manual,7,550000
Datsun,GO T Petrol,2018,7,10000,Petrol,Petrol,1198 CC,67 bhp,Manual,5,400000
Maruti,Celerio VXI,2015,10,30000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,290000
Tata,Indigo CS LS (TDI) BS III,2012,13,90000,Diesel,Diesel,1396 CC,69 bhp,Manual,5,150000
Maruti,Eeco 7 Seater Standard BSIV,2015,10,35000,Petrol,Petrol,1196 CC,73 bhp,Manual,7,300000
Maruti,Wagon R LXI,2008,17,35008,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,221000
Datsun,RediGO T,2017,8,31100,Petrol,Petrol,799 CC,53.64 bhp,Manual,5,270000
Hyundai,Xcent 1.1 CRDi Base,2014,11,42312,Diesel,Diesel,1120 CC,71 bhp,Manual,5,455000
Toyota,Etios G Safety,2011,14,72000,Petrol,Petrol,1496 CC,88.7 bhp,Manual,5,300000
Toyota,Etios Liva 1.4 GD,2014,11,54891,Diesel,Diesel,1364 CC,67.04 bhp,Manual,5,480000
Hyundai,Verna CRDi 1.6 AT SX Plus,2018,7,30000,Diesel,Diesel,1582 CC,126.2 bhp,Automatic,5,1000000
BMW,3 Series 320d Luxury Line Plus,2017,8,44000,Diesel,Diesel,1995 CC,190 bhp,Automatic,5,2600000
Toyota,Innova Crysta 2.8 ZX AT BSIV,2017,8,18890,Diesel,Diesel,2755 CC,171.5 bhp,Automatic,7,1850000
Hyundai,Santro Magna BSIV,2019,6,5000,Petrol,Petrol,1086 CC,68 bhp,Manual,5,500000
Mahindra,Ssangyong Rexton RX7,2013,12,117000,Diesel,Diesel,2696 CC,184 bhp,Automatic,7,800000
Renault,Koleos 2.0 Diesel,2013,12,75010,Diesel,Diesel,1995 CC,148 bhp,Automatic,5,1000000
Tata,Manza Club Class Quadrajet90 LS,2013,12,50000,Diesel,Diesel,1248 CC,88.8 bhp,Manual,5,250000
Renault,Pulse RxZ Optional,2012,13,100000,Diesel,Diesel,1461 CC,63.1 bhp,Manual,5,245000
Hyundai,Grand i10 Magna AT,2019,6,4337,Petrol,Petrol,1197 CC,82 bhp,Automatic,5,625000
Volkswagen,Polo 2015-2019 1.0 MPI Trendline,2018,7,14495,Petrol,Petrol,999 CC,75 bhp,Manual,5,560000
Honda,Jazz 1.2 V i VTEC,2018,7,8576,Petrol,Petrol,1199 CC,88.7 bhp,Manual,5,680000
Maruti,Swift Dzire VDI,2019,6,30000,Diesel,Diesel,1248 CC,74.02 bhp,Manual,5,700000
Tata,Indigo eCS LX BSIV,2013,12,80000,Diesel,Diesel,1396 CC,69 bhp,Manual,5,220000
Tata,Indigo CS LX (TDI) BS-III,2017,8,70000,Diesel,Diesel,1405 CC,69.01 bhp,Manual,5,450000
Tata,Tigor 1.2 Revotron XZA,2017,8,19723,Petrol,Petrol,1199 CC,84 bhp,Automatic,5,525000
Toyota,Innova 2.5 GX 7 STR,2009,16,242000,Diesel,Diesel,2494 CC,102 bhp,Manual,7,650000
BMW,6 Series GT 630d Luxury Line,2018,7,22000,Diesel,Diesel,2993 CC,261.4 bhp,Automatic,4,5500000
Maruti,Swift Dzire AMT ZDI Plus,2017,8,30000,Diesel,Diesel,1248 CC,74.02 bhp,Automatic,5,875000
Hyundai,i20 Asta Option 1.2,2019,6,9000,Petrol,Petrol,1197 CC,81.83 bhp,Manual,5,785000
Honda,WR-V i-VTEC VX,2017,8,30000,Petrol,Petrol,1199 CC,88.7 bhp,Manual,5,819999
BMW,3 Series GT Luxury Line,2016,9,60000,Diesel,Diesel,1995 CC,188 bhp,Automatic,5,2950000
Toyota,Innova Crysta 2.4 ZX MT,2016,9,27000,Diesel,Diesel,2393 CC,147.51 bhp,Manual,7,1925000
Honda,WR-V i-DTEC VX,2017,8,39000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,885000
